,PassengerId,Survived,Sex,Age,SibSp,Parch,Ticket,Fare,Pclass_1,Pclass_2,Pclass_3,Master,Miss,Mr,Mrs,Officer,Royalty,Cabin_A,Cabin_B,Cabin_C,Cabin_D,Cabin_E,Cabin_F,Cabin_G,Cabin_T,Cabin_U,FamilySize,Family_Single,Family_Small,Family_large
192,193,1.0,0,19.0,1,0,350046,7.8542,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
193,194,1.0,1,3.0,1,1,230080,26.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
194,195,1.0,0,44.0,0,0,PC 17610,27.7208,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
195,196,1.0,0,58.0,0,0,PC 17569,146.5208,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
196,197,0.0,1,29.9,0,0,368703,7.75,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
197,198,0.0,1,42.0,0,1,4579,8.4042,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
198,199,1.0,0,29.9,0,0,370370,7.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
199,200,0.0,0,24.0,0,0,248747,13.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
200,201,0.0,1,28.0,0,0,345770,9.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
201,202,0.0,1,29.9,8,2,CA. 2343,69.55,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,1
202,203,0.0,1,34.0,0,0,3101264,6.4958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
203,204,0.0,1,45.5,0,0,2628,7.225,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
204,205,1.0,1,18.0,0,0,A/5 3540,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
205,206,0.0,0,2.0,0,1,347054,10.4625,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0
206,207,0.0,1,32.0,1,0,3101278,15.85,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
207,208,1.0,1,26.0,0,0,2699,18.7875,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
208,209,1.0,0,16.0,0,0,367231,7.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
209,210,1.0,1,40.0,0,0,112277,31.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
210,211,0.0,1,24.0,0,0,SOTON/O.Q. 3101311,7.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
211,212,1.0,0,35.0,0,0,F.C.C. 13528,21.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
212,213,0.0,1,22.0,0,0,A/5 21174,7.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
213,214,0.0,1,30.0,0,0,250646,13.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
214,215,0.0,1,29.9,1,0,367229,7.75,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
215,216,1.0,0,31.0,1,0,35273,113.275,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0
216,217,1.0,0,27.0,0,0,STON/O2. 3101283,7.925,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
217,218,0.0,1,42.0,1,0,243847,27.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
218,219,1.0,0,32.0,0,0,11813,76.2917,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
219,220,0.0,1,30.0,0,0,W/C 14208,10.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
220,221,1.0,1,16.0,0,0,SOTON/OQ 392089,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
221,222,0.0,1,27.0,0,0,220367,13.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
222,223,0.0,1,51.0,0,0,21440,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
223,224,0.0,1,29.9,0,0,349234,7.8958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
224,225,1.0,1,38.0,1,0,19943,90.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0
225,226,0.0,1,22.0,0,0,PP 4348,9.35,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
226,227,1.0,1,19.0,0,0,SW/PP 751,10.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
227,228,0.0,1,20.5,0,0,A/5 21173,7.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
228,229,0.0,1,18.0,0,0,236171,13.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
229,230,0.0,0,29.9,3,1,4133,25.4667,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1
230,231,1.0,0,35.0,1,0,36973,83.475,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0
231,232,0.0,1,29.0,0,0,347067,7.775,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
232,233,0.0,1,59.0,0,0,237442,13.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
233,234,1.0,0,5.0,4,2,347077,31.3875,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1
234,235,0.0,1,24.0,0,0,C.A. 29566,10.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
235,236,0.0,0,29.9,0,0,W./C. 6609,7.55,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
236,237,0.0,1,44.0,1,0,26707,26.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
237,238,1.0,0,8.0,0,2,C.A. 31921,26.25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
238,239,0.0,1,19.0,0,0,28665,10.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
239,240,0.0,1,33.0,0,0,SCO/W 1585,12.275,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
240,241,0.0,0,29.9,1,0,2665,14.4542,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
241,242,1.0,0,29.9,1,0,367230,15.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
242,243,0.0,1,29.0,0,0,W./C. 14263,10.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
243,244,0.0,1,22.0,0,0,STON/O 2. 3101275,7.125,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
244,245,0.0,1,30.0,0,0,2694,7.225,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
245,246,0.0,1,44.0,2,0,19928,90.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0
246,247,0.0,0,25.0,0,0,347071,7.775,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
247,248,1.0,0,24.0,0,2,250649,14.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
248,249,1.0,1,37.0,1,1,11751,52.5542,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
249,250,0.0,1,54.0,1,0,244252,26.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0
250,251,0.0,1,29.9,0,0,362316,7.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
251,252,0.0,0,29.0,1,1,347054,10.4625,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0
252,253,0.0,1,62.0,0,0,113514,26.55,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
253,254,0.0,1,30.0,1,0,A/5. 3336,16.1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
254,255,0.0,0,41.0,0,2,370129,20.2125,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
255,256,1.0,0,29.0,0,2,2650,15.2458,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
256,257,1.0,0,29.9,0,0,PC 17585,79.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
257,258,1.0,0,30.0,0,0,110152,86.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
258,259,1.0,0,35.0,0,0,PC 17755,512.3292,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
259,260,1.0,0,50.0,0,1,230433,26.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
260,261,0.0,1,29.9,0,0,384461,7.75,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
261,262,1.0,1,3.0,4,2,347077,31.3875,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1
262,263,0.0,1,52.0,1,1,110413,79.65,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
263,264,0.0,1,40.0,0,0,112059,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
264,265,0.0,0,29.9,0,0,382649,7.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
265,266,0.0,1,36.0,0,0,C.A. 17248,10.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
266,267,0.0,1,16.0,4,1,3101295,39.6875,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1
267,268,1.0,1,25.0,1,0,347083,7.775,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
268,269,1.0,0,58.0,0,1,PC 17582,153.4625,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0
269,270,1.0,0,35.0,0,0,PC 17760,135.6333,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
270,271,0.0,1,29.9,0,0,113798,31.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
271,272,1.0,1,25.0,0,0,LINE,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
272,273,1.0,0,41.0,0,1,250644,19.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
273,274,0.0,1,37.0,0,1,PC 17596,29.7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0
274,275,1.0,0,29.9,0,0,370375,7.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
275,276,1.0,0,63.0,1,0,13502,77.9583,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0
276,277,0.0,0,45.0,0,0,347073,7.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
277,278,0.0,1,29.9,0,0,239853,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
278,279,0.0,1,7.0,4,1,382652,29.125,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1
279,280,1.0,0,35.0,1,1,C.A. 2673,20.25,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
280,281,0.0,1,65.0,0,0,336439,7.75,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
281,282,0.0,1,28.0,0,0,347464,7.8542,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
282,283,0.0,1,16.0,0,0,345778,9.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
283,284,1.0,1,19.0,0,0,A/5. 10482,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
284,285,0.0,1,29.9,0,0,113056,26.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
285,286,0.0,1,33.0,0,0,349239,8.6625,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
286,287,1.0,1,30.0,0,0,345774,9.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
287,288,0.0,1,22.0,0,0,349206,7.8958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
288,289,1.0,1,42.0,0,0,237798,13.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
289,290,1.0,0,22.0,0,0,370373,7.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
290,291,1.0,0,26.0,0,0,19877,78.85,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
291,292,1.0,0,19.0,1,0,11967,91.0792,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0
292,293,0.0,1,36.0,0,0,SC/Paris 2163,12.875,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
293,294,0.0,0,24.0,0,0,349236,8.85,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
294,295,0.0,1,24.0,0,0,349233,7.8958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
295,296,0.0,1,29.9,0,0,PC 17612,27.7208,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
296,297,0.0,1,23.5,0,0,2693,7.2292,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
297,298,0.0,0,2.0,1,2,113781,151.55,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0
298,299,1.0,1,29.9,0,0,19988,30.5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
299,300,1.0,0,50.0,0,1,PC 17558,247.5208,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0
300,301,1.0,0,29.9,0,0,9234,7.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
301,302,1.0,1,29.9,2,0,367226,23.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
302,303,0.0,1,19.0,0,0,LINE,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
303,304,1.0,0,29.9,0,0,226593,12.35,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
304,305,0.0,1,29.9,0,0,A/5 2466,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
305,306,1.0,1,0.92,1,2,113781,151.55,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0
306,307,1.0,0,29.9,0,0,17421,110.8833,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
307,308,1.0,0,17.0,1,0,PC 17758,108.9,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0
308,309,0.0,1,30.0,1,0,P/PP 3381,24.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
309,310,1.0,0,30.0,0,0,PC 17485,56.9292,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
310,311,1.0,0,24.0,0,0,11767,83.1583,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
311,312,1.0,0,18.0,2,2,PC 17608,262.375,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,1
312,313,0.0,0,26.0,1,1,250651,26.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
313,314,0.0,1,28.0,0,0,349243,7.8958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
314,315,0.0,1,43.0,1,1,F.C.C. 13529,26.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
315,316,1.0,0,26.0,0,0,347470,7.8542,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
316,317,1.0,0,24.0,1,0,244367,26.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
317,318,0.0,1,54.0,0,0,29011,14.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
318,319,1.0,0,31.0,0,2,36928,164.8667,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
319,320,1.0,0,40.0,1,1,16966,134.5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
320,321,0.0,1,22.0,0,0,A/5 21172,7.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
321,322,0.0,1,27.0,0,0,349219,7.8958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
322,323,1.0,0,30.0,0,0,234818,12.35,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
323,324,1.0,0,22.0,1,1,248738,29.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
324,325,0.0,1,29.9,8,2,CA. 2343,69.55,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,1
325,326,1.0,0,36.0,0,0,PC 17760,135.6333,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
326,327,0.0,1,61.0,0,0,345364,6.2375,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
327,328,1.0,0,36.0,0,0,28551,13.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
328,329,1.0,0,31.0,1,1,363291,20.525,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
329,330,1.0,0,16.0,0,1,111361,57.9792,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0
330,331,1.0,0,29.9,2,0,367226,23.25,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
331,332,0.0,1,45.5,0,0,113043,28.5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
332,333,0.0,1,38.0,0,1,PC 17582,153.4625,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0
333,334,0.0,1,16.0,2,0,345764,18.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
334,335,1.0,0,29.9,1,0,PC 17611,133.65,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
335,336,0.0,1,29.9,0,0,349225,7.8958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
336,337,0.0,1,29.0,1,0,113776,66.6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0
337,338,1.0,0,41.0,0,0,16966,134.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
338,339,1.0,1,45.0,0,0,7598,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
339,340,0.0,1,45.0,0,0,113784,35.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
340,341,1.0,1,2.0,1,1,230080,26.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
341,342,1.0,0,24.0,3,2,19950,263.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,1
342,343,0.0,1,28.0,0,0,248740,13.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
343,344,0.0,1,25.0,0,0,244361,13.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
344,345,0.0,1,36.0,0,0,229236,13.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
345,346,1.0,0,24.0,0,0,248733,13.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
346,347,1.0,0,40.0,0,0,31418,13.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
347,348,1.0,0,29.9,1,0,386525,16.1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
348,349,1.0,1,3.0,1,1,C.A. 37671,15.9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
349,350,0.0,1,42.0,0,0,315088,8.6625,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
350,351,0.0,1,23.0,0,0,7267,9.225,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
351,352,0.0,1,29.9,0,0,113510,35.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
352,353,0.0,1,15.0,1,1,2695,7.2292,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
353,354,0.0,1,25.0,1,0,349237,17.8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
354,355,0.0,1,29.9,0,0,2647,7.225,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
355,356,0.0,1,28.0,0,0,345783,9.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
356,357,1.0,0,22.0,0,1,113505,55.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0
357,358,0.0,0,38.0,0,0,237671,13.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
358,359,1.0,0,29.9,0,0,330931,7.8792,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
359,360,1.0,0,29.9,0,0,330980,7.8792,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
360,361,0.0,1,40.0,1,4,347088,27.9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1
361,362,0.0,1,29.0,1,0,SC/PARIS 2167,27.7208,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
362,363,0.0,0,45.0,0,1,2691,14.4542,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
363,364,0.0,1,35.0,0,0,SOTON/O.Q. 3101310,7.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
364,365,0.0,1,29.9,1,0,370365,15.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
365,366,0.0,1,30.0,0,0,C 7076,7.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
366,367,1.0,0,60.0,1,0,110813,75.25,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0
367,368,1.0,0,29.9,0,0,2626,7.2292,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
368,369,1.0,0,29.9,0,0,14313,7.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
369,370,1.0,0,24.0,0,0,PC 17477,69.3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
370,371,1.0,1,25.0,1,0,11765,55.4417,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0
371,372,0.0,1,18.0,1,0,3101267,6.4958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
372,373,0.0,1,19.0,0,0,323951,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
373,374,0.0,1,22.0,0,0,PC 17760,135.6333,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
374,375,0.0,0,3.0,3,1,349909,21.075,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1
375,376,1.0,0,29.9,1,0,PC 17604,82.1708,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
376,377,1.0,0,22.0,0,0,C 7077,7.25,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
377,378,0.0,1,27.0,0,2,113503,211.5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
378,379,0.0,1,20.0,0,0,2648,4.0125,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
379,380,0.0,1,19.0,0,0,347069,7.775,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
380,381,1.0,0,42.0,0,0,PC 17757,227.525,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
381,382,1.0,0,1.0,0,2,2653,15.7417,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
382,383,0.0,1,32.0,0,0,STON/O 2. 3101293,7.925,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
383,384,1.0,0,35.0,1,0,113789,52.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
384,385,0.0,1,29.9,0,0,349227,7.8958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
385,386,0.0,1,18.0,0,0,S.O.C. 14879,73.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
386,387,0.0,1,1.0,5,2,CA 2144,46.9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,1
